snapshot_version,cutoff_date,association_id,disease_code,pmid,corpus_status,intervention_id,intervention_name,intervention_type,therapeutic_intent,dose,route,duration,intervention_comparator,intervention_confidence,outcome_id,outcome_name,outcome_domain,effect_direction,reported_significance,outcome_comparator,result_summary,outcome_confidence
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-063,ALS,41850140,core,ALS-R-063-I01,TDPL1,small_molecule_candidate,t,,,,,high,ALS-R-063-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,"Based on the MD simulation results, we further investigated the binding mode between TDPL1 and TDP-43 amyloid proteins.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-064,ALS,37178170,core,,,,,,,,,,ALS-R-064-O01,service_delivery result 1,service_delivery,beneficial,not_reported,,"The understanding of disease propagation mechanisms is of considerable conceptual interests, and defining the optimal time of pharmacological intervention is essential for improved clinical trial outcomes.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-064,ALS,37178170,core,,,,,,,,,,ALS-R-064-O02,imaging result 2,imaging,not_reported,not_reported,,"RESULTS: Asymptomatic GGGGCC hexanucleotide repeat carriers in C9orf72 exhibited early subcortical changes with the preferential involvement of the pulvinar and mediodorsal regions of the thalamus, as well as the lateral aspect of the hippocampus.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-064,ALS,37178170,core,,,,,,,,,,ALS-R-064-O03,imaging result 3,imaging,not_reported,significant,,SOD1 mutation carriers did not exhibit significant subcortical grey matter alterations.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-064,ALS,37178170,core,,,,,,,,,,ALS-R-064-O04,imaging result 4,imaging,positive_association,not_reported,,DISCUSSION: The presymptomatic radiological signature of C9orf72 is associated with selective thalamic and focal hippocampal degeneration which may be readily detectable before cortical grey matter changes ensue.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-066,ALS,35379698,core,,,,,,,,,,ALS-R-066-O01,biomarker result 1,biomarker,positive_association,not_reported,,Development of a sensitive trial-ready poly(GP) CSF biomarker assay for C9orf72-associated frontotemporal dementia and amyotrophic lateral sclerosis.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-066,ALS,35379698,core,,,,,,,,,,ALS-R-066-O02,diagnostic_performance result 2,diagnostic_performance,not_reported,not_reported,,"RESULTS AND CONCLUSIONS: We show the assay to be highly sensitive and robust, passing extensive qualification criteria including low intraplate and interplate variability, a high precision and accuracy in measuring both calibrators and samples, dilutional parallelism, tolerance to sample and standard freeze-thaw and no haemoglobin interference.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-066,ALS,35379698,core,,,,,,,,,,ALS-R-066-O03,diagnostic_performance result 3,diagnostic_performance,mixed,not_reported,,"We found it had 100% specificity and 100% sensitivity and a large window for detecting target engagement, as the C9orf72 CSF sample with the lowest poly(GP) signal had eightfold higher signal than controls and on average values from C9orf72 samples were 38-fold higher than controls, which all fell below the lower limit of quantification of the assay.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-066,ALS,35379698,core,,,,,,,,,,ALS-R-066-O04,service_delivery result 4,service_delivery,decrease,not_reported,,These data indicate that a Simoa-based poly(GP) DPR assay is suitable for use in clinical trials to determine target engagement of therapeutics aimed at reducing C9orf72 repeat-containing transcripts.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-068,ALS,42116669,core,,,,,,,,,,ALS-R-068-O01,Motor conduction velocity in ALS,biomarker,decrease,significant,healthy controls,Onset- and offset-MCV were reduced in ALS.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-068,ALS,42116669,core,,,,,,,,,,ALS-R-068-O02,Offset-MCV and survival,survival,negative_association,significant,,Lower offset-MCV was associated with shorter survival.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-068,ALS,42116669,core,,,,,,,,,,ALS-R-068-O03,Tibial offset-MCV prognostic value,biomarker,positive_association,significant,,Tibial offset-MCV independently predicted prognosis.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-069,ALS,39651147,core,,,,,,,,,,ALS-R-069-O01,other result 1,other,mixed,not_reported,,The ALS-associated co-chaperone DNAJC7 mediates neuroprotection against proteotoxic stress by modulating HSF1 activity.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-069,ALS,39651147,core,,,,,,,,,,ALS-R-069-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,"The degeneration of neurons in patients with amyotrophic lateral sclerosis (ALS) is commonly associated with accumulation of misfolded, insoluble proteins.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-069,ALS,39651147,core,,,,,,,,,,ALS-R-069-O03,clinical_motor result 3,clinical_motor,not_reported,not_reported,,"Using mass spectrometry, we found that the DNAJC7 interactome in human motor neurons (MNs) is enriched for RNA binding proteins (RBPs) and stress response chaperones.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-069,ALS,39651147,core,,,,,,,,,,ALS-R-069-O04,molecular_cellular result 4,molecular_cellular,positive_association,not_reported,,MNs generated from iPSCs with the ALS-associated mutation R156X in DNAJC7 exhibit increased insolubility of its client RBP HNRNPU and associated RNA metabolism alterations.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-072,ALS,39203762,core,,,,,,,,,,ALS-R-072-O01,molecular_cellular result 1,molecular_cellular,increase,not_reported,,"Amyotrophic Lateral Sclerosis (ALS) is a progressive neurodegenerative disease frequently accompanied by malnutrition due to weight loss, increased energy expenditure, and muscle mass loss.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-072,ALS,39203762,core,,,,,,,,,,ALS-R-072-O02,other result 2,other,positive_association,not_reported,,This study aimed to evaluate morphofunctional assessment tools as predictors of malnutrition and to investigate their relationship with muscle status and disease severity in ALS patients.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-072,ALS,39203762,core,,,,,,,,,,ALS-R-072-O03,other result 3,other,not_reported,significant,,Significant differences were observed between malnourished and non-malnourished groups in age (70 ± 9 vs.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-072,ALS,39203762,core,,,,,,,,,,ALS-R-072-O04,other result 4,other,no_effect,not_significant,,No significant differences were found in muscle strength or functional status.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-075,ALS,39291166,core,ALS-R-075-I01,colchicine,drug,t,,,,,high,ALS-R-075-O01,other result 1,other,beneficial,not_reported,,"The number of positive responders, defined as patients with a decrease lesser than 4 points in the Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised total score during the 30-week treatment period, was the primary outcome.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-075,ALS,39291166,core,ALS-R-075-I01,colchicine,drug,t,,,,,high,ALS-R-075-O02,safety result 2,safety,not_reported,significant,,The differences in adverse events were not statistically significant.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-075,ALS,39291166,core,ALS-R-075-I01,colchicine,drug,t,,,,,high,ALS-R-075-O03,other result 3,other,not_reported,not_reported,,"In conclusion, colchicine treatment was safe for amyotrophic lateral sclerosis patients.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-075,ALS,39291166,core,ALS-R-075-I02,colchicine 0,drug,t,,,,,medium,,,,,,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-076,ALS,37138766,core,ALS-R-076-I01,type I PRMT inhibitor,drug,t,,,,,high,ALS-R-076-O01,clinical_motor result 1,clinical_motor,harmful,not_reported,,Reduced C9orf72 expression exacerbates polyGR toxicity in patient iPSC-derived motor neurons and a Type I protein arginine methyltransferase inhibitor reduces that toxicity.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-076,ALS,37138766,core,ALS-R-076-I01,type I PRMT inhibitor,drug,t,,,,,high,ALS-R-076-O02,other result 2,other,harmful,not_reported,,These repeat expansions are believed to result in both loss-of-function and toxic gain-of-function.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-076,ALS,37138766,core,ALS-R-076-I01,type I PRMT inhibitor,drug,t,,,,,high,ALS-R-076-O03,molecular_cellular result 3,molecular_cellular,harmful,not_reported,,"Gain-of-function results in the production of toxic arginine-rich dipeptide repeat proteins (DPRs), namely polyGR and polyPR.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-076,ALS,37138766,core,ALS-R-076-I01,type I PRMT inhibitor,drug,t,,,,,high,ALS-R-076-O04,clinical_motor result 4,clinical_motor,mixed,not_reported,,"Small-molecule inhibition of Type I protein arginine methyltransferases (PRMTs) has been shown to protect against toxicity resulting from polyGR and polyPR challenge in NSC-34 cells and primary mouse-derived spinal neurons, but the effect in human motor neurons (MNs) has not yet been explored.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-076,ALS,37138766,core,ALS-R-076-I02,arginine,dietary,t,,,,,high,,,,,,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I01,GSK2606414,drug,t,,,,,high,ALS-R-077-O01,other result 1,other,no_effect,not_reported,,"PERK modulation, with GSK2606414, Sephin1 or salubrinal, failed to produce therapeutic benefits in the SOD1G93A mouse model of ALS.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I01,GSK2606414,drug,t,,,,,high,ALS-R-077-O02,other result 2,other,beneficial,not_reported,,"However, attempts to pharmacologically modulate PERK for therapeutic benefit have yielded inconsistent and often conflicting results.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I01,GSK2606414,drug,t,,,,,high,ALS-R-077-O03,other result 3,other,not_reported,not_reported,,"The alpha-2-adrenergic receptor agonist clonidine was also tested to elucidate the results obtained from the Sephin1, and of the previously reported guanabenz studies, by comparing the effects of presence or absence of α-2 agonism.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I01,GSK2606414,drug,t,,,,,high,ALS-R-077-O04,other result 4,other,not_reported,not_reported,,The results revealed that targeting PERK may not be an ideal approach for ALS treatment.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I02,Sephin1,drug,t,,,,,high,,,,,,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-077,ALS,38359044,core,ALS-R-077-I03,salubrinal,drug,t,,,,,high,,,,,,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-079,ALS,39454934,core,,,,,,,,,,ALS-R-079-O01,clinical_motor result 1,clinical_motor,positive_association,not_reported,,"ALS is frequently associated with ubiquitin-positive motor neuronal aggregates, a pathology suggestive of perturbed proteostasis.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-079,ALS,39454934,core,,,,,,,,,,ALS-R-079-O02,clinical_motor result 2,clinical_motor,not_reported,not_reported,,"Spinal muscular atrophy (SMA) is a second, common paralytic condition resulting from motor neuron loss and muscle atrophy.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-079,ALS,39454934,core,,,,,,,,,,ALS-R-079-O03,molecular_cellular result 3,molecular_cellular,positive_association,not_reported,,Amongst its many clients is the ALS-associated superoxide dismutase 1 (SOD1) protein.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-079,ALS,39454934,core,,,,,,,,,,ALS-R-079-O04,molecular_cellular result 4,molecular_cellular,decrease,not_reported,,"Paradoxically, SOD1 protein in spinal cord tissue of the mice was dramatically reduced.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-002,FTD,21923634,core,,,,,,,,,,FTD-R-002-O01,diagnostic_performance result 1,diagnostic_performance,positive_association,not_reported,,"Relative to the FAB, the IFS showed (a) better capability to differentiate between types of dementia; (b) higher sensitivity and specificity for the detection of executive dysfunction; (c) stronger correlations with standard executive tasks.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-002,FTD,21923634,core,,,,,,,,,,FTD-R-002-O02,service_delivery result 2,service_delivery,not_reported,not_reported,,"We conclude that while both tools are brief and specific for the detection of early executive dysfunction in dementia, the IFS is more sensitive and specific in differentiating bvFTD from AD, and its use in everyday clinical practice can contribute to the differential diagnosis between types of dementia.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-003,FTD,20858950,core,,,,,,,,,,FTD-R-003-O01,FOXP2 genotype frequency and FTLD risk,molecular_cellular,no_association,not_significant,,The four polymorphisms were not associated with FTLD risk.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-003,FTD,20858950,core,,,,,,,,,,FTD-R-003-O02,FOXP2 variants and verbal fluency,cognition,positive_association,significant,,Two TT genotypes were associated with verbal fluency scores.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-003,FTD,20858950,core,,,,,,,,,,FTD-R-003-O03,FOXP2 variants and frontal hypoperfusion,imaging,increase,significant,non-carriers,At-risk carriers showed greater frontal and putaminal hypoperfusion.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-004,FTD,22322305,core,,,,,,,,,,FTD-R-004-O01,diagnostic_performance result 1,diagnostic_performance,positive_association,not_reported,,This confirmation of the specificity of the QD labeling through both its fluorescence and energy-dispersive X-ray spectra reinforces the reliability of the labeling.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-004,FTD,22322305,core,,,,,,,,,,FTD-R-004-O02,other result 2,other,positive_association,not_reported,,"In addition, this exact comparison of the same structure by electron microscopy and 3D light microscopy demonstrates how its ultrastructural details are related to its surrounding structures on a 3D basis, providing further insights into how molecules woven into specific pathological ultrastructures are at work in situ.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-005,FTD,23189052,core,,,,,,,,,,FTD-R-005-O01,imaging result 1,imaging,decrease,significant,,"Results revealed significant volume loss in the left SMPC in FTD, SD, and PNFA, while the right SMPC was also atrophied in SD and FTD.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-005,FTD,23189052,core,,,,,,,,,,FTD-R-005-O02,imaging result 2,imaging,no_effect,significant,,"In AD a non significant tendency of volume loss in the left SMPC was found (p = 0.08), with no volume loss on the right side.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-005,FTD,23189052,core,,,,,,,,,,FTD-R-005-O03,imaging result 3,imaging,positive_association,not_reported,,Results indicated that volume loss reflected the degree of brain connectivity.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-006,FTD,22133803,separate,FTD-R-006-I01,TDP-43 overexpression,genetic_manipulation,f,,,,,high,FTD-R-006-O01,G2/M cell-cycle arrest,molecular_cellular,increase,not_reported,,TDP-43 overexpression caused G2/M arrest.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-006,FTD,22133803,separate,FTD-R-006-I01,TDP-43 overexpression,genetic_manipulation,f,,,,,high,FTD-R-006-O02,Cell death,molecular_cellular,increase,not_reported,,TDP-43 overexpression caused cell death.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-006,FTD,22133803,separate,FTD-R-006-I02,p53 functional compromise,genetic_manipulation,f,,,,,high,FTD-R-006-O03,p53 dependence of G2/M arrest,molecular_cellular,decrease,not_reported,,Compromising p53 attenuated G2/M arrest but not cell death.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-012,FTD,22343156,core,,,,,,,,,,FTD-R-012-O01,other result 1,other,no_effect,significant,,"RESULTS: Contrary to predictions, we found both nuclei to be free of significant pathologic change (TDP-43) in FTLD.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-012,FTD,22343156,core,,,,,,,,,,FTD-R-012-O02,histopathology result 2,histopathology,no_effect,not_reported,,CONCLUSIONS: These results indicate that the SON and PVN are resistant to FTLD TDP-43 pathology.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-021,FTD,28165465,core,,,,,,,,,,FTD-R-021-O01,other result 1,other,decrease,significant,,"In line with extensive vacuolation and cytoarchitectural disintegration, the numbers of synapses were also significantly reduced only in ALS patients.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-021,FTD,28165465,core,,,,,,,,,,FTD-R-021-O02,imaging result 2,imaging,not_reported,not_reported,,Our findings indicate apical dendrite degeneration as a novel cellular pathology that distinguishes ALS and further support the importance of cortical dysfunction for disease pathology.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-022,FTD,27875531,core,,,,,,,,,,FTD-R-022-O01,other result 1,other,decrease,not_reported,,We demonstrate that C9orf72 regulates nutrient sensing as the loss of C9orf72 decreases phosphorylation of the mTOR substrate S6K1.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-022,FTD,27875531,core,,,,,,,,,,FTD-R-022-O02,biomarker result 2,biomarker,mixed,not_reported,,"Consistent with reduced mTOR activity and increased TFEB levels, loss of C9orf72 enhances autophagic flux, suggesting that C9orf72 is a negative regulator of autophagy.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-022,FTD,27875531,core,,,,,,,,,,FTD-R-022-O03,biomarker result 3,biomarker,not_reported,significant,,The depletion of C9orf72 or SMCR8 leads to significant down-regulation of each other's protein level.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-022,FTD,27875531,core,,,,,,,,,,FTD-R-022-O04,molecular_cellular result 4,molecular_cellular,not_reported,not_reported,,These results demonstrate that the C9orf72-SMCR8 protein complex functions in the regulation of metabolism and provide evidence that loss of C9orf72 function may contribute to the pathogenesis of relevant diseases.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-030,FTD,25442110,core,,,,,,,,,,FTD-R-030-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,Characterization of DNA G-quadruplex species forming from C9ORF72 G4C2-expanded repeats associated with amyotrophic lateral sclerosis and frontotemporal lobar degeneration.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-031,FTD,27789409,core,,,,,,,,,,FTD-R-031-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,"Generation of an isogenic, gene-corrected iPSC line from a symptomatic 57-year-old female patient with frontotemporal dementia caused by a P301L mutation in the microtubule associated protein tau (MAPT) gene.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-031,FTD,27789409,core,,,,,,,,,,FTD-R-031-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,"Mutations in the MAPT (microtubule-associated protein tau)-gene can cause FTDP-17, but the underlying pathomechanisms of the disease are still unknown.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-035,FTD,26882509,core,,,,,,,,,,FTD-R-035-O01,other result 1,other,increase,not_reported,,"RESULTS: FTD patients had higher NPI and ZBI scores than DLB and AD patients, whose scores were similar.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-035,FTD,26882509,core,,,,,,,,,,FTD-R-035-O02,biomarker result 2,biomarker,increase,significant,,"Caregivers of bvFTD patients had the highest levels of burden, which were significantly greater than for caregivers of nfvPPA, svPPA, DLB, and AD patients.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-035,FTD,26882509,core,,,,,,,,,,FTD-R-035-O03,service_delivery result 3,service_delivery,positive_association,not_reported,,"CONCLUSION: BPSD was highly correlated with emotional burden in caregivers of FTD, DLB, and AD patients.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-036,FTD,29202529,core,,,,,,,,,,FTD-R-036-O01,cognition result 1,cognition,decrease,significant,,"Results: AD patients had lower scores in immediate recall, delayed recall and recognition than bvFTD patients (all P<0.05); while bvFTD patients had poorer performance in language and executive function than AD patients (all P<0.05).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-036,FTD,29202529,core,,,,,,,,,,FTD-R-036-O02,other result 2,other,increase,significant,,"The NPI total score was significantly higher in patients with bvFTD compared with patients with AD (17.5±5.7 vs 9.3±3.5, P<0.05).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-036,FTD,29202529,core,,,,,,,,,,FTD-R-036-O03,behavior result 3,behavior,not_reported,not_reported,,Conclusion: Comprehensive neuropsychological assessment and evaluation of behavioral and psychological symptoms of patients with dementia are helpful in distinguishing AD from bvFTD.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-037,FTD,27418313,core,FTD-R-037-I01,FUS expression,genetic_manipulation,f,,,,,high,FTD-R-037-O01,VAPB-PTPIP51 interaction,molecular_cellular,decrease,not_reported,,FUS disrupted the VAPB-PTPIP51 interaction.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-037,FTD,27418313,core,FTD-R-037-I01,FUS expression,genetic_manipulation,f,,,,,high,FTD-R-037-O02,ER-mitochondria associations,molecular_cellular,decrease,not_reported,,FUS reduced ER-mitochondria associations.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-037,FTD,27418313,core,FTD-R-037-I01,FUS expression,genetic_manipulation,f,,,,,high,FTD-R-037-O03,Mitochondrial calcium uptake,molecular_cellular,decrease,not_reported,,Mitochondrial calcium uptake was perturbed.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-037,FTD,27418313,core,FTD-R-037-I01,FUS expression,genetic_manipulation,f,,,,,high,FTD-R-037-O04,Mitochondrial ATP production,molecular_cellular,decrease,not_reported,,Mitochondrial ATP production was impaired.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,core,,,,,,,,,,FTD-R-044-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,"Results: According to the American College of Medical Genetics and Genomics (ACMG) standards and guidelines, we identified four reported pathogenic variants, namely, PSEN1 c.A344G, APP c.G2149A, MAPT c.G1165A, and MAPT c.G742A, one reported likely pathogenic variant, namely, PSEN2 c.G100A, one novel pathogenic variants, SQSTM1 c.C671A, and three novel likely pathogenic variants, namely, ABCA7 c.C4690T, ATP13A2 c.3135delC, and NOS3 c.2897-2A > G.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,core,,,,,,,,,,FTD-R-044-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,Conclusion: The new variants in dementia-related genes indicated heterogeneity in pathogenesis and phenotype of degenerative dementia.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,core,,,,,,,,,,FTD-R-045-O01,disease_progression result 1,disease_progression,harmful,not_reported,,"RESULTS: The decrease in the NAA/mI ratio accelerated 2.09 years prior to symptom onset, and continued to decline.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,core,,,,,,,,,,FTD-R-045-O02,disease_progression result 2,disease_progression,not_reported,not_reported,,CONCLUSIONS: Our findings support the potential use of longitudinal 1 H MRS for monitoring the neurodegenerative progression in MAPT mutation carriers starting from the asymptomatic stage.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,core,,,,,,,,,,FTD-R-046-O01,disease_progression result 1,disease_progression,positive_association,not_reported,,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,core,,,,,,,,,,FTD-R-046-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,Mutations in the microtubule-associated protein tau (MAPT) gene are known to cause familial frontotemporal dementia (FTD).,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,core,,,,,,,,,,FTD-R-046-O03,biomarker result 3,biomarker,mixed,not_reported,,"In this neuronal culture, the mutant tau protein exhibited reduced phosphorylation levels and was increasingly fragmented by calpain.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,core,,,,,,,,,,FTD-R-046-O04,molecular_cellular result 4,molecular_cellular,beneficial,not_reported,,"Furthermore, the mutant tau protein was mislocalized and the axons of the patient-derived neurons displayed morphological and functional abnormalities, which were rescued by microtubule stabilization.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,core,,,,,,,,,,FTD-R-051-O01,Corticospinal tract fractal dimension in ALS-FTD,imaging,increase,significant,other ALS groups,ALS-FTD had higher CST fractal dimension.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,core,,,,,,,,,,FTD-R-051-O02,Motor and sensory cortex fractal dimension in ALS-FTD,imaging,decrease,significant,other ALS groups,ALS-FTD had lower primary motor and sensory cortex grey-matter fractal dimension.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,core,,,,,,,,,,FTD-R-052-O01,molecular_cellular result 1,molecular_cellular,not_reported,not_reported,,"Here, we addressed the role of the aggregating dipeptide repeat proteins resulting from unconventional translation of the repeat in all reading frames.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,core,,,,,,,,,,FTD-R-052-O02,molecular_cellular result 2,molecular_cellular,beneficial,not_reported,,"Poly-GA promoted cytoplasmic mislocalization and aggregation of TDP-43 non-cell-autonomously, and anti-GA antibodies ameliorated TDP-43 mislocalization in both donor and receiver cells.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,core,,,,,,,,,,FTD-R-052-O03,molecular_cellular result 3,molecular_cellular,decrease,not_reported,,Boosting proteasome function with rolipram reduced both poly-GA and TDP-43 aggregation.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,core,,,,,,,,,,FTD-R-054-O01,behavior result 1,behavior,not_reported,significant,,"RESULTS: Only hoarding and collecting was significantly common in both bvFTD and OCD; otherwise, the bvFTD patients had very low frequencies of the common OCD behaviors of checking, cleaning, counting, and ordering.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,core,,,,,,,,,,FTD-R-054-O02,behavior result 2,behavior,positive_association,not_reported,,"The repetitive behaviors in bvFTD were not associated with verbalized anxiety, obsessional ideation, or reports of relief after completing the act.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,core,,,,,,,,,,FTD-R-054-O03,behavior result 3,behavior,positive_association,not_reported,,"Finally, among the bvFTD patients, the repetitive behaviors were always associated with impulsive or disinhibited behaviors, such as inappropriate verbal or physical behavior.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,core,,,,,,,,,,FTD-R-054-O04,behavior result 4,behavior,not_reported,not_reported,,"CONCLUSIONS: These findings suggest that the repetitive behaviors in bvFTD are repetitive impulsions, possibly from specific involvement of frontostriatal-anterior temporal pathology.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,core,,,,,,,,,,FTD-R-056-O01,molecular_cellular result 1,molecular_cellular,decrease,not_reported,,Production of the G4C2 RNA strongly reduced viability independent of DPR translation and caused pronounced inhibition of nuclear mRNA export and protein biogenesis.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,core,,,,,,,,,,FTD-R-057-O01,histopathology result 1,histopathology,positive_association,not_reported,,"Here, we investigated the influence of genotypes at TMEM106B, a locus associated with risk for FTLD-TDP, and hexanucleotide repeat expansions in C9orf72, a known genetic cause for both ALS and FTLD-TDP, on global TDP-43 pathology and regional distribution of TDP-43 pathology in 899 postmortem cases from a spectrum of neurodegenerative diseases.",medium
